0121,http://noc.esdc.gc.ca/English/noc/Profile.aspx?val=0&val1=0121&ver=11,Insurance real estate and financial brokerage managers,0,A university degree or college diploma in business administration, economics or other related field is usually required.,Several years of experience within the appropriate industry are usually required.,Licensure appropriate to the service sold, such as real estate, mortgage, securities or insurance, may be required.,In the insurance industry, a recognized professional designation is usually required.
0122,http://noc.esdc.gc.ca/English/noc/Profile.aspx?val=0&val1=0122&ver=11,Banking credit and other investment managers,0,A university degree or college diploma in business administration, commerce, economics or a related field is usually required.,A master\'s degree in business administration, finance or management science may be required for the management of large commercial loans.,Completion of company or other management training programs is usually required.,Several years of experience within the industry, including supervisory experience, are required.
0124,http://noc.esdc.gc.ca/English/noc/Profile.aspx?val=0&val1=0124&ver=11,Advertising marketing and public relations managers,0,Advertising and public relations managers<ul style=\'list-style-type: disc\'><li>A university degree or college diploma in communications, public relations, marketing, journalism or in a related field \r\n<strong> and </strong>Several years of experience in an advertising, public relations or communications officer position or in a related occupation are required.,Marketing managers<ul style=\'list-style-type: disc\'><li>A university degree or college diploma in business administration or in a related field with a specialization in sales or marketing \r\n<strong> and </strong>Several years of experience as a sales, marketing or public relations representative or in a related occupation are required.,E-business managers <ul style=\'list-style-type: disc\'><li>A university degree or college diploma in a field related to electronic commerce, Web site content development, or Internet services\r\n<strong> and </strong>Experience in Web site design, interactive media development, data administration or information systems analysis or experience related to Web site content are usually required.
0125,http://noc.esdc.gc.ca/English/noc/Profile.aspx?val=0&val1=0125&ver=11,Other business services managers,0,A bachelor\'s degree or college diploma in a field related to the business service provided is usually required.,Several years of experience in a field related to the business service provided are usually required.,Licences, certificates or registration may be required for some business services managers. For example, accounting firm managers usually require accounting certification.,University studies in business administration may be required.
0131,http://noc.esdc.gc.ca/English/noc/Profile.aspx?val=0&val1=0131&ver=11,Telecommunication carriers managers,0,A university degree in science, electrical engineering or a related field is usually required.,Several years of experience in a related technical profession, including supervisory experience, are usually required.
0132,http://noc.esdc.gc.ca/English/noc/Profile.aspx?val=0&val1=0132&ver=11,Postal and courier services managers,0,A university degree or college diploma is usually required.,Several years of supervisory or operational experience within a postal or courier facility are usually required.
0211,http://noc.esdc.gc.ca/English/noc/Profile.aspx?val=0&val1=0211&ver=11,Engineering managers,0,A bachelor\'s degree in engineering is usually required.,Extensive experience in an engineering discipline, including supervisory experience, is required.,Registration as a Professional Engineer (P. Eng.) by a provincial or territorial association of professional engineers is usually required.
0212,http://noc.esdc.gc.ca/English/noc/Profile.aspx?val=0&val1=0212&ver=11,Architecture and science managers,0,Architecture managers require a degree in architecture, registration as a professional architect and several years of experience as an architect.,Landscape architecture managers require a degree in landscape architecture, licensing as a professional landscape architect and several years of experience as a landscape architect.,Science and other managers in this unit group require a master\'s or doctoral degree in a scientific discipline and several years of experience in a related scientific discipline.
0213,http://noc.esdc.gc.ca/English/noc/Profile.aspx?val=0&val1=0213&ver=11,Computer and information systems managers,0,A bachelor\'s or master\'s degree in computer science, business administration, commerce or engineering is usually required.,Several years of experience in systems analysis, data administration, software engineering, network design or computer programming, including supervisory experience, are required.
0311,http://noc.esdc.gc.ca/English/noc/Profile.aspx?val=0&val1=0311&ver=11,Managers in health care,0,Administrators of departments such as surgery, clinical medicine or laboratory medicine are usually required to have the education and training of a specialist physician.,Administrators of other departments, such as nursing, dietetics or physiotherapy, are usually required to have the education and training of the medical professionals in that department.,Several years of experience in the relevant profession, including supervisory experience, are usually required.,Certification in the relevant profession is required.
0411,http://noc.esdc.gc.ca/English/noc/Profile.aspx?val=0&val1=0411&ver=11,Government managers - health and social policy development and program administration,0,Government managers in health policy development and program administration<ul style=\'list-style-type: disc\'><li>A bachelor\'s degree or college diploma in health science, hospital administration or public administration or a bachelor\'s degree in social science is required.,A graduate degree in a health, social science or an administrative discipline may be required.,Several years of experience as a health or social policy researcher, consultant or program officer are usually required.,For some government managers in health policy development and program administration, certification in the relevant health profession is required. For example, city medical officers of health must be physicians.,Government managers in social policy development and program administration<ul style=\'list-style-type: disc\'><li>A bachelor\'s degree or a college diploma in a social science discipline, such as sociology or economics, or an administrative discipline, such as public administration, is required.,A graduate degree in a social science or an administrative discipline may be required.,Several years of experience as a social policy researcher, consultant or program officer are usually required.
0412,http://noc.esdc.gc.ca/English/noc/Profile.aspx?val=0&val1=0412&ver=11,Government managers - economic analysis policy development and program administration,0,A bachelor\'s degree in economics, business administration, commerce or public administration is required.,A master\'s degree in economics or a related field may be required.,Several years of experience as an economist, economic development officer or socio-economic researcher are required.
0413,http://noc.esdc.gc.ca/English/noc/Profile.aspx?val=0&val1=0413&ver=11,Government managers - education policy development and program administration,0,A bachelor\'s degree in education is required.,A master\'s degree in a particular educational specialization may be required.,Several years of combined experience as a school teacher and as a government educational policy researcher, consultant or program officer are usually required.,A provincial teaching certificate is usually required.
0414,http://noc.esdc.gc.ca/English/noc/Profile.aspx?val=0&val1=0414&ver=11,Other managers in public administration,0,A bachelor\'s degree in a social science discipline, law or business administration is required.,Several years of experience in government policy development, research or program administration, or in a professional occupation in social science, law or business administration are usually required.
0421,http://noc.esdc.gc.ca/English/noc/Profile.aspx?val=0&val1=0421&ver=11,Administrators - post-secondary education and vocational training,0,Faculty administrators require a graduate degree in a field related to the academic faculty \r\n<strong> and </strong>Several years of experience as a university professor or college teacher.,Registrars require an undergraduate degree in business administration or a related field \r\n<strong> and </strong>Several years of experience in registration administration.,Administrators of vocational training schools usually require an undergraduate degree in business administration \r\n<strong> or </strong>Expertise and certification in a subject of instruction.
0422,http://noc.esdc.gc.ca/English/noc/Profile.aspx?val=0&val1=0422&ver=11,School principals and administrators of elementary and secondary education,0,A bachelor\'s degree in education is required.,A master\'s degree in education may be required.,Several years of experience as a senior teacher or department head are required.,A teacher\'s certificate for the province of employment is required.,School principals may require a principal\'s certificate.,Administrators of elementary and secondary education may require a supervisory officer certificate.
0423,http://noc.esdc.gc.ca/English/noc/Profile.aspx?val=0&val1=0423&ver=11,Managers in social community and correctional services,0,Managers in social, community and correctional services usually require a master\'s degree in a social science or administrative discipline \r<strong> and </strong>Several years of experience in a related occupation, such as a community and social service worker, social or health policy researcher, consultant or program officer, probation or parole officer, or social worker.,Managers of associations and membership organizations require extensive experience in a related occupation, trade or industry.
0431,http://noc.esdc.gc.ca/English/noc/Profile.aspx?val=0&val1=0431&ver=11,Commissioned police officers,0,Completion of secondary school is required.,A university degree in the social sciences or in business administration may be required.,Several years of experience as a police officer are required.
0432,http://noc.esdc.gc.ca/English/noc/Profile.aspx?val=0&val1=0432&ver=11,Fire chiefs and senior firefighting officers,0,Completion of secondary school is required.,Completion of a college program in fire protection technology, fire science or a related field is usually required.,Completion of a provincial or municipal firefighters training course is required.,A minimum of ten years of experience as a firefighter is usually required before becoming eligible for a senior officer position.
0433,http://noc.esdc.gc.ca/English/noc/Profile.aspx?val=0&val1=0433&ver=11,Commissioned officers of the Canadian Forces,0,A university degree is usually required.,Completion of military training is required.,Experience as a non-commissioned member of the armed forces and demonstrated leadership ability may substitute for a university degree.,Senior ranks, such as colonel, require several years of experience.
0511,http://noc.esdc.gc.ca/English/noc/Profile.aspx?val=0&val1=0511&ver=11,Library archive museum and art gallery managers,0,Library managers <ul style=\'list-style-type: disc\'><li>A graduate degree in library and information science \r\n<strong> and </strong>Several years of experience as a librarian, including supervisory experience are required.,Archive managers <ul style=\'list-style-type: disc\'><li>A graduate degree in archival science or history \r\n<strong> and </strong>Several years of experience as an archivist or in historical research, including supervisory experience are required.,Museum and art gallery managers<ul style=\'list-style-type: disc\'><li>A graduate degree related to a particular collection or a training program in arts administration \r\n<strong> and </strong>Several years of experience as a curator, conservator or artist or experience in other related museum and art gallery work are usually required.
0512,http://noc.esdc.gc.ca/English/noc/Profile.aspx?val=0&val1=0512&ver=11,Managers - publishing motion pictures broadcasting and performing arts,0,A university degree or college diploma in communications, broadcasting, journalism or other arts discipline is usually required.,Several years of experience within the publishing, film production, broadcasting or theatre industry are usually required.
0513,http://noc.esdc.gc.ca/English/noc/Profile.aspx?val=0&val1=0513&ver=11,Recreation sports and fitness program and service directors,0,A university degree in recreology, physical education, sports administration or a related field \r<strong> or </strong>A college diploma in recreation management or sports administration is usually required.,Several years of experience in an occupation related to recreation and sports administration, consulting or programming are usually required.,Some directors of recreation may be required to have a Municipal Recreation Director\'s Certificate.,Executive directors of sports governing agencies may be required to have coaching certification in a particular sport.
0601,http://noc.esdc.gc.ca/English/noc/Profile.aspx?val=0&val1=0601&ver=11,Corporate sales managers,0,A university degree or college diploma in business or in a related field with a specialization in sales \r\n<strong> and </strong>Several years of experience as a sales representative or in a related occupation are usually required.
0621,http://noc.esdc.gc.ca/English/noc/Profile.aspx?val=0&val1=0621&ver=11,Retail and wholesale trade managers,0,Completion of secondary school is required.,A university degree or college diploma in business administration or other field related to the product or service being sold may be required.,Several years of related retail sales experience at increasing levels of responsibility are usually required.
0631,http://noc.esdc.gc.ca/English/noc/Profile.aspx?val=0&val1=0631&ver=11,Restaurant and food service managers,0,Completion of a college or other program related to hospitality or food and beverage service management is usually required.,Several years of experience in the food service sector, including supervisory experience, are required.,Responsible beverage service certification is usually required for managers of establishments serving alcoholic beverages.
0632,http://noc.esdc.gc.ca/English/noc/Profile.aspx?val=0&val1=0632&ver=11,Accommodation service managers,0,A university degree or college diploma in hotel management or other related discipline is usually required for managers employed by hotel chains or large accommodation establishments.,Several years of experience within the accommodation industry are usually required and may substitute for formal educational requirements.
0651,http://noc.esdc.gc.ca/English/noc/Profile.aspx?val=0&val1=0651&ver=11,Managers in customer and personal services n.e.c.,0,Completion of secondary school is usually required.,A college diploma or vocational certificate in the subject of instruction may be required.,One to three years of experience in the service being offered are usually required.
0711,http://noc.esdc.gc.ca/English/noc/Profile.aspx?val=0&val1=0711&ver=11,Construction managers,0,A university degree in civil engineering or a college diploma in construction technology is usually required.,A master\'s degree in project management may be required.,Several years of experience in the construction industry, including experience as a construction supervisor or field superintendent, are usually required.,Extensive experience in the construction industry may substitute for post-secondary education requirements.,Professional engineering status or construction trade certification may be required by some employers.
0712,http://noc.esdc.gc.ca/English/noc/Profile.aspx?val=0&val1=0712&ver=11,Home building and renovation managers,0,Extensive experience in the home construction industry, including experience as a general supervisor, is usually required for self-employment as a home builder or a home renovator.,Leading in Energy and Environmental Design (LEED) certification may be an asset in bidding on and obtaining building and renovation projects.
0714,http://noc.esdc.gc.ca/English/noc/Profile.aspx?val=0&val1=0714&ver=11,Facility operation and maintenance managers,0,Facility operation managers require completion of a college or university program in business administration or in a discipline related to facility operation and maintenance \r<strong> or </strong>An equivalent combination of technical training and experience in administration or maintenance.,Maintenance managers require completion of a college or university program in electrical or mechanical engineering or in another discipline related to building maintenance \r\n<strong> or </strong>An equivalent combination of technical training and experience in building maintenance.,Several years of supervisory experience in facility operations or maintenance are usually required.
0731,http://noc.esdc.gc.ca/English/noc/Profile.aspx?val=0&val1=0731&ver=11,Managers in transportation,0,Managers in transportation operations<ul style=\'list-style-type: disc\'><li>A bachelor\'s degree in business administration or engineering is usually required.,Several years of experience in transportation operations are usually required, including supervisory experience.,Extensive experience as a supervisor and operator in a particular transport mode, such as a pilot, train engineer, vessel master or truck driver, may substitute for formal education.,Certification as an operator of a particular mode of transportation, such as commercial pilot, vessel master or truck driver, is usually required.,Managers in transportation freight traffic<ul style=\'list-style-type: disc\'><li>Completion of secondary school is required.,A college diploma or university degree in business or transportation administration may be required.,Several years of clerical, operational or administrative experience related to freight traffic are required.
0811,http://noc.esdc.gc.ca/English/noc/Profile.aspx?val=0&val1=0811&ver=11,Managers in natural resources production and fishing,0,Forestry managers usually require a bachelor\'s degree in forestry science or forest engineering.,Mining and quarrying managers usually require a bachelor\'s degree in mining engineering or earth sciences.,Oil and gas managers usually require a bachelor\'s degree in geology, earth sciences or petroleum engineering.,Several years of experience in a supervisory occupation in the particular industry are usually required and may substitute for formal education requirements.
0821,http://noc.esdc.gc.ca/English/noc/Profile.aspx?val=0&val1=0821&ver=11,Managers in agriculture,0,Extensive farming experience, obtained as a farm supervisor or specialized crop or livestock worker or by working on a farm, is usually required.,A university degree or college diploma in agricultural management or other field related to crop or livestock production may be required.
0822,http://noc.esdc.gc.ca/English/noc/Profile.aspx?val=0&val1=0822&ver=11,Managers in horticulture,0,Completion of a college program in horticulture is usually required.,Experience as a nursery or greenhouse supervisor is required.
0823,http://noc.esdc.gc.ca/English/noc/Profile.aspx?val=0&val1=0823&ver=11,Managers in aquaculture,0,Completion of secondary school is usually required.,A college diploma in aquaculture or a related field \r<strong> or </strong>Several years of experience in fishing or aquaculture operations are usually required.,A commercial aquaculture or fish hatchery licence, permit or lease is required for self-employed aquaculture managers.
0911,http://noc.esdc.gc.ca/English/noc/Profile.aspx?val=0&val1=0911&ver=11,Manufacturing managers,0,Completion of a college or university program in engineering or business administration is usually required.,Five to ten years of supervisory experience in manufacturing are required.
0912,http://noc.esdc.gc.ca/English/noc/Profile.aspx?val=0&val1=0912&ver=11,Utilities managers,0,A bachelor\'s degree or college diploma in an appropriate discipline is required. For example, electrical engineering is required for managers of transmission lines, and water resource technology for water supply managers.,Several years of experience as a supervisor in a related utilities operations department are required.,Professional engineer certification is usually required for managers of utility operations involved in the transmission and distribution of electrical power, and natural gas and heating oil.
1111,http://noc.esdc.gc.ca/English/noc/Profile.aspx?val=0&val1=1111&ver=11,Financial auditors and accountants,A,Chartered accountants require a university degree\r\n<strong> and </strong>Completion of a professional training program approved by a provincial institute of chartered accountants and, depending on the province, either two years or 30 months of on-the-job training \r\n<strong> and </strong>Membership in a provincial Institute of Chartered Accountants upon successful completion of the Uniform Evaluation (UFE).,Certified general accountants and certified management accountants require a university degree \r<strong> and </strong>Completion of a training program approved by the Society of Certified General Accountants or Society of Management Accountants and several years of on-the-job training \r<strong> and </strong>Certification by the Certified General Accountants Association or the Society of Management Accountants.,Auditors require education, training and recognition as indicated for chartered accountants, certified general accountants or certified management accountants \r<strong> and </strong>Some experience as an accountant.,Auditors may require recognition by the Institute of Internal Auditors.,To act as a trustee in bankruptcy proceedings, auditors and accountants must hold a licence as a trustee in bankruptcy.,Licensing by the provincial or territorial governing body is usually required for accountants and auditors practising public accounting.
1112,http://noc.esdc.gc.ca/English/noc/Profile.aspx?val=0&val1=1112&ver=11,Financial and investment analysts,A,A bachelor\'s degree in commerce, business administration or economics \r<strong> and </strong>On-the-job training and industry courses and programs are usually required.,A master\'s degree in business administration (MBA) (concentration in finance) or in finance may be required.,The Chartered Financial Analyst (CFA) designation, available through a program conducted by the Institute of Chartered Financial Analysts in the United States, may be required by some employers.
1113,http://noc.esdc.gc.ca/English/noc/Profile.aspx?val=0&val1=1113&ver=11,Securities agents investment dealers and brokers,A,A bachelor\'s or master\'s degree in economics, business or other discipline is usually required.,Securities sales representatives and brokers require completion of industry investment and sales training programs and completion of the Canadian Securities course and the Registered Representative Manual Exam offered by the Canadian Securities Institute.,Specialized courses are also available for securities sales representatives and brokers who want to trade in specific investment products such as securities options and futures contracts.,Licensure by the provincial securities commission in the province of employment is required for securities agents, investment dealers and brokers.
1114,http://noc.esdc.gc.ca/English/noc/Profile.aspx?val=0&val1=1114&ver=11,Other financial officers,A,A bachelor\'s degree in business administration, commerce, economics or a related field is usually required.,Various training programs and courses are offered by financial institutes and organizations, such as the Canadian Securities Institute, Institute of Canadian Bankers, Institute of Chartered Financial Analysts, Investment Funds Institute, Canadian Institute of Financial Planning, and Trust Companies Institute of Canada, and may be required by employers.,The designation Personal Financial Planner, awarded by the Financial Planners Standards Council of Canada, may be required.,Financial planners who sell regulated financial products and investments, such as annuities, RRSPs and life insurance, are required to be licensed by the appropriate governing body.,Financial examiners and inspectors may require a recognized accounting designation.,Mortgage brokers require a real estate licence in Quebec and a mortgage broker licence in Newfoundland and Labrador, Nova Scotia, Ontario, Manitoba, Saskatchewan, Alberta and British Columbia.
1121,http://noc.esdc.gc.ca/English/noc/Profile.aspx?val=0&val1=1121&ver=11,Human resources professionals,A,A university degree or college diploma in human resources management or a related field, such as business administration, industrial relations, commerce or psychology \r\n<strong> or </strong>Completion of a professional development program in human resources administration is required.,Some employers may require human resources professionals to hold a Certified Human Resources Professional (CHRP) designation.
1122,http://noc.esdc.gc.ca/English/noc/Profile.aspx?val=0&val1=1122&ver=11,Professional occupations in business management consulting,A,A bachelor\'s degree or college diploma in business administration, commerce or a related discipline is usually required.,A graduate degree in business administration may be required.,Some establishments may require management consultants to be certified by a provincial management consulting association.,Certification as a quality auditor may be required for some occupations in this unit group.,Occupations in health information management consulting may require certification by the Canadian Health Information Management Association (CHIMA).
1123,http://noc.esdc.gc.ca/English/noc/Profile.aspx?val=0&val1=1123&ver=11,Professional occupations in advertising marketing and public relations,A,A university degree or college diploma in business marketing, public relations, communications, journalism, museology or a discipline related to a particular subject matter is usually required.,Practitioners in public relations may require an APR (Accredited in Public Relations) designation.
1211,http://noc.esdc.gc.ca/English/noc/Profile.aspx?val=0&val1=1211&ver=11,Supervisors general office and administrative support workers,B,Completion of secondary school is required.,Completion of college courses related to area supervised is usually required.,Experience in the occupation supervised is usually required.
1212,http://noc.esdc.gc.ca/English/noc/Profile.aspx?val=0&val1=1212&ver=11,Supervisors finance and insurance office workers,B,Completion of a college program or courses in bookkeeping, accounting or a related subject is required.,Experience in the clerical occupation supervised is required.
1213,http://noc.esdc.gc.ca/English/noc/Profile.aspx?val=0&val1=1213&ver=11,Supervisors library correspondence and related information workers,B,Completion of secondary school is required.,Completion of college courses related to area supervised may be required.,Experience in the clerical occupation supervised is usually required.
1214,http://noc.esdc.gc.ca/English/noc/Profile.aspx?val=0&val1=1214&ver=11,Supervisors mail and message distribution occupations,B,Completion of secondary school is required.,Several years of experience in the occupation supervised are usually required.
1215,http://noc.esdc.gc.ca/English/noc/Profile.aspx?val=0&val1=1215&ver=11,Supervisors supply chain tracking and scheduling co-ordination occupations,B,Completion of secondary school is usually required.,Several years of experience in the occupation supervised are usually required.
1221,http://noc.esdc.gc.ca/English/noc/Profile.aspx?val=0&val1=1221&ver=11,Administrative officers,B,Completion of secondary school is required.,A university degree or college diploma in business or public administration may be required.,Experience in a senior clerical or executive secretarial position related to office administration is usually required.,Project management certification may be required by some employers.
1222,http://noc.esdc.gc.ca/English/noc/Profile.aspx?val=0&val1=1222&ver=11,Executive assistants,B,Completion of secondary school is required.,A bachelor\'s degree in public administration, political science or a related discipline is usually required.,Experience in a related administrative occupation is usually required.
1223,http://noc.esdc.gc.ca/English/noc/Profile.aspx?val=0&val1=1223&ver=11,Human resources and recruitment officers,B,A university degree or college diploma in a field related to personnel management such as business administration, industrial relations, commerce or psychology \r<strong> or </strong>Completion of a professional development program in personnel administration is usually required.,Certification as a Certified Human Resources Professional (CHRP) may be required.,Some experience in a clerical or administrative position related to personnel administration may be required.
1224,http://noc.esdc.gc.ca/English/noc/Profile.aspx?val=0&val1=1224&ver=11,Property administrators,B,Completion of secondary school is required in all provinces and territories except for British Columbia.,A language proficiency index is required in British Columbia.,Property administrators must be a minimum of nineteen years of age in British Columbia.,Completion of training courses or a vocational program in property or strata management or real estate may be required.,Several years of administrative experience as a property clerk, contract clerk, or administrative officer are usually required.,Strata property managers must hold a licence in British Columbia.
1225,http://noc.esdc.gc.ca/English/noc/Profile.aspx?val=0&val1=1225&ver=11,Purchasing agents and officers,B,A bachelor\'s degree or college diploma in business administration, commerce or economics is usually required.,Purchasing agents and officers purchasing specialized materials or business services may require a related university degree or college diploma. For example, a bachelor\'s degree or college diploma in engineering may be required for purchasers of industrial products.,A certificate in purchasing from the Purchasing Management Association of Canada (PMAC) may be required.,Previous experience as a purchasing clerk or as an administrative clerk may be required.,Certification from the International Right of Way Association (IRWA) may be required.
1226,http://noc.esdc.gc.ca/English/noc/Profile.aspx?val=0&val1=1226&ver=11,Conference and event planners,B,A university degree or college diploma in business, tourism or hospitality administration is usually required.,Several years of experience in hospitality or tourism administration or in public relations are usually required and may substitute for formal education requirements.,Certification relating to special events, meetings or conference management may be required.
1227,http://noc.esdc.gc.ca/English/noc/Profile.aspx?val=0&val1=1227&ver=11,Court officers and justices of the peace,B,Court officers usually require a university degree in law, business or public administration or a college diploma in public administration or legal studies.,Completion of a justice registrar, justice of the peace or other court training program is required for court officers and justices of the peace.,Several years of experience as a court clerk or in another court service occupation are usually required.,Justices of the peace in the provinces are appointed by the lieutenant governor in council and, in the territories, by federally appointed territorial commissioners.
1228,http://noc.esdc.gc.ca/English/noc/Profile.aspx?val=0&val1=1228&ver=11,Employment insurance immigration border services and revenue officers,B,A bachelor\'s degree or college diploma is usually required.,Several years of related administrative or regulatory experience may be required.,Completion of specialized government training is required.
1241,http://noc.esdc.gc.ca/English/noc/Profile.aspx?val=0&val1=1241&ver=11,Administrative assistants,B,Completion of secondary school is usually required.,Completion of a one- or two-year college or other program for administrative assistants or secretaries \r\n<strong> or </strong>Previous clerical experience is required.
1242,http://noc.esdc.gc.ca/English/noc/Profile.aspx?val=0&val1=1242&ver=11,Legal administrative assistants,B,Completion of secondary school is usually required.,Completion of a one- or two-year college or other program for secretaries or legal secretaries is usually required.
1243,http://noc.esdc.gc.ca/English/noc/Profile.aspx?val=0&val1=1243&ver=11,Medical administrative assistants,B,Completion of secondary school is usually required.,Completion of a one- or two-year college program or other specialized courses for secretaries or medical secretaries is usually required.
1251,http://noc.esdc.gc.ca/English/noc/Profile.aspx?val=0&val1=1251&ver=11,Court reporters medical transcriptionists and related occupations,B,Court reporters require completion of secondary school and usually require completion of a college or other program in court reporting. They may also require the Chartered Shorthand Reporter (CSR) certificate.,Medical transcriptionists require completion of secondary school and usually require completion of a recognized medical transcription program. They may also require the Certified Medical Transcriptionist (CMT) certificate.
1252,http://noc.esdc.gc.ca/English/noc/Profile.aspx?val=0&val1=1252&ver=11,Health information management occupations,B,Health information management technicians and related workers require completion of a recognized two year college diploma program in health record technology or health information management.,Health information management technicians and related workers are eligible to write the Canadian Health Information Management Association national certification examination which may be required by employers.
1253,http://noc.esdc.gc.ca/English/noc/Profile.aspx?val=0&val1=1253&ver=11,Records management technicians,B,Records management technicians usually require completion of a two- to three-year college program in information or records management technology.,Two to three years experience in a records management environment may be required.
1254,http://noc.esdc.gc.ca/English/noc/Profile.aspx?val=0&val1=1254&ver=11,Statistical officers and related research support occupations,B,Completion of secondary school is required. A college diploma or undergraduate degree in a social science, commerce, statistics or a related field is usually required.
1311,http://noc.esdc.gc.ca/English/noc/Profile.aspx?val=0&val1=1311&ver=11,Accounting technicians and bookkeepers,B,Completion of secondary school is required.,Completion of a college program in accounting, bookkeeping or a related field \r<strong> or </strong>Completion of two years (first level) of a recognized professional accounting program (e.g., Chartered Accounting, Certified General Accounting) \r<strong> or </strong>Courses in accounting or bookkeeping combined with several years of experience as a financial or accounting clerk are required.
1312,http://noc.esdc.gc.ca/English/noc/Profile.aspx?val=0&val1=1312&ver=11,Insurance adjusters and claims examiners,B,Completion of secondary school is required.,A bachelor\'s degree, college diploma or some post-secondary education \r<strong> or </strong>Several years of experience as a clerk in the claims department or other general insurance experience are required.,Several years of on-the-job training and completion of insurance industry courses and training programs are required.,Independent adjusters require a provincial licence issued by the Superintendent of Insurance in the province or territory of employment.
1313,http://noc.esdc.gc.ca/English/noc/Profile.aspx?val=0&val1=1313&ver=11,Insurance underwriters,B,Completion of secondary school and some general insurance experience \r<strong> or </strong>A bachelor\'s degree, college diploma or some post-secondary education is required.,Several years of on-the-job training and completion of insurance industry underwriting courses and training programs are required.
