1313,99.0
1422,99.0
5211,99.0
7534,99.0
9472,99.0
9474,99.0
1311,98.0
1312,98.0
1315,98.0
1431,98.0
1434,98.0
1521,98.0
5253,98.0
9415,98.0
9447,98.0
9465,98.0
9525,97.5
1432,97.0
3223,97.0
6511,97.0
6611,97.0
9434,97.0
9436,97.0
9437,97.0
9471,97.0
9523,96.5
9524,96.5
9527,96.5
1221,96.0
1241,96.0
1411,96.0
1414,96.0
1525,96.0
1526,96.0
2254,96.0
9535,95.5
1253,95.0
1451,95.0
2225,95.0
6344,95.0
8612,95.0
9441,95.0
9445,95.0
9473,95.0
9532,95.0
9533,95.0
1111,94.0
1242,94.0
1513,94.0
2222,94.0
4211,94.0
6312,94.0
6315,94.0
6513,94.0
6525,94.0
7237,94.0
7282,94.0
1435,93.0
6331,93.0
7335,93.0
9462,93.0
6231,92.0
6421,92.0
7272,92.0
7294,92.0
6711,91.5
9537,91.5
1252,91.0
2212,91.0
6531,91.0
6621,91.0
7361,91.0
9536,91.0
9422,90.6
1314,90.0
1415,90.0
3211,90.0
7291,90.0
7371,90.0
7522,90.0
9413,90.0
9414,90.0
9522,90.0
9526,90.0
9531,90.0
9241,90.0
7621,89.8
2275,89.5
7531,89.5
9418,89.4
7521,89.2
6332,89.0
7513,89.0
9446,89.0
9521,88.5
9411,88.3
1523,88.0
7611,88.0
7612,88.0
7622,88.0
9417,87.9
1452,87.0
8431,87.0
8432,87.0
8611,87.0
8613,87.0
8616,87.0
9534,87.0
1511,86.5
7236,86.5
1222,86.0
6232,86.0
7532,86.0
9431,86.0
9416,85.6
6623,85.3
6411,85.0
7451,85.0
7452,85.0
9423,84.8
6721,84.7
2241,84.0
6342,84.0
6541,84.0
7232,84.0
7284,84.0
7373,84.0
6322,83.0
7293,83.0
7362,83.0
7381,83.0
8261,83.0
8262,83.0
8441,83.0
7233,82.0
7281,82.0
0121,81.0
0714,81.0
1224,81.0
7316,81.0
7512,80.7
7295,80.3
2261,79.5
7334,79.0
7511,79.0
8241,79.0
9232,78.0
9461,77.5
8232,77.2
8412,77.2
1225,77.0
1524,77.0
6512,77.0
8442,77.0
7384,76.2
5113,76.0
8421,76.0
9421,76.0
5244,75.1
2231,75.0
7283,75.0
5224,74.0
7314,73.5
6533,73.4
0114,73.0
7292,73.0
7322,73.0
9442,73.0
9463,73.0
6722,72.0
7271,72.0
7332,72.0
7302,71.9
7304,71.3
3231,71.0
6741,71.0
7315,71.0
7333,70.7
1251,69.5
6731,69.0
7514,69.0
7305,68.2
1512,68.0
3222,68.0
7234,68.0
7301,67.6
5227,67.4
2114,67.0
2243,67.0
2253,67.0
7312,67.0
9235,67.0
9412,67.0
9432,67.0
9433,67.0
9435,67.0
7441,66.6
7372,66.5
8231,66.5
1254,66.0
1454,66.0
6733,66.0
7444,66.0
9611,66.0
9612,66.0
9613,66.0
9614,66.0
9615,66.0
9616,66.0
9617,66.0
9618,66.0
9619,66.0
6742,65.8
2282,65.0
4012,65.0
5111,65.0
7231,65.0
7247,65.0
7313,65.0
7331,65.0
1227,64.0
1522,64.0
6622,64.0
2113,63.0
2244,63.0
2264,63.0
4412,63.0
6311,63.0
7311,63.0
9231,62.0
2262,61.0
5226,61.0
6523,61.0
6524,61.0
9243,61.0
4422,60.0
5222,60.0
3414,59.4
0132,59.0
0731,59.0
5212,59.0
7321,59.0
7535,59.0
2211,57.0
2234,57.0
8211,57.0
8252,57.0
8255,57.0
4413,56.0
5225,55.0
6551,55.0
6552,55.0
3236,54.0
2251,52.0
6343,52.0
3411,51.0
7445,50.0
2123,49.0
7245,49.0
7442,48.5
0821,47.0
0822,47.0
0823,47.0
3212,47.0
1416,46.0
6563,46.0
2115,43.0
6561,42.4
6562,42.4
2223,42.0
1228,41.8
2255,41.5
2242,41.0
7235,41.0
3219,40.0
4111,40.0
6345,39.0
7318,39.0
3413,38.5
2154,38.0
2232,38.0
5125,38.0
4423,37.7
3237,37.3
5232,37.1
5135,37.0
6346,37.0
6732,37.0
8411,37.0
8614,37.0
8615,37.0
2224,36.1
0811,36.0
7246,36.0
3216,35.0
6522,35.0
7251,35.0
7252,35.0
7253,35.0
1114,33.0
4161,33.0
4162,33.0
0912,31.0
1223,31.0
1243,30.0
2221,30.0
5112,29.8
6222,29.0
5251,28.0
6211,28.0
6564,27.9
2273,27.0
7533,27.0
